id,title,authors,publisher,published_date,categories,review_score,review_text,review_summary,review_helpfulness,review_time,user_id,profile_name,helpfulness_numerator,helpfulness_denominator,helpfulness_ratio,authors_array,categories_array,author_count,category_count,is_helpful,has_multiple_authors,has_multiple_categories,is_recent_review
1560236590,"Current Issues in Lesbian, Gay, Bisexual, and Transgender Health","['institute Of Medicine', 'board On The Health Of Select Populations', 'committee On Lesbian, Gay, Bisexual,, Transgender Health Issues, Research Gaps, Opportunities']",National Academies Press,2011-06-24,['medical'],5.0,"This is a fantastic collection of articles. It should be required reading for public health and other health professionals. Some of the topics seem very basic, others delve in deeper. A very well thought out compilation for an introduction into LGBT health.",great resoruce,0/0,1331769600,AI3HD0FYIZ263,green_thumb,0,0,0.0,"[""['institute Of Medicine'"", ""'board On The Health Of Select Populations'"", ""'committee On Lesbian"", 'Gay', 'Bisexual,', 'Transgender Health Issues', 'Research Gaps', ""Opportunities']""]","[""['medical']""]",8,1,0,1,0,1
156100751X,The Maze (Bookcassette(r) Edition),['sara Paretsky'],Dell,2011-02-09,['fiction'],5.0,I now have all of the FBI series to date and am hoping for more. Savich and Sherlock are a great team as are all the other agents we get to meet.,Another great Coulter offering!,0/0,1346198400,AEJTY4Y3QAL9B,Glenna Shields,0,0,0.0,"[""['sara Paretsky']""]","[""['fiction']""]",1,1,0,0,0,1
1563841134,The Basic Steps to Successful Homeschooling,['vicki A. Brady'],Vital Issue Press,1996,['education'],2.0,"This book is written with an extremely strong Christian tone, which I had not realized from the descriptions. For example, in listing the steps to successful homeschooling the author discusses the need to be CONVICTED, not just convinced, that homeschooling is for you, would you do it no matter what. This is the first step. Others follow, such as record keeping, home skills, home industries, and curriculum choices. Some of the information is helpful, but I didn't get as much out of this book as I had hoped from the description. I have also read Homeschooling: The Early Years and found it to be more useful to me as I consider the options available as a homeschooler, as it draws from the experience of many homeschoolers in a friendly fashion, as opposed to a more narrow point of view. This book by Mrs. Brady does give many references, discusses her radio program about homeschooling, and discusses her success with homeschooling her own children, including one with learning disablities.","Very strongly Christian based book, some basic info",27/31,943056000,unknown_user,Anonymous,27,31,0.8709677419354839,"[""['vicki A. Brady']""]","[""['education']""]",1,1,1,0,0,0
1564743292,Arrival Time: A Journal of Love,Unknown Author,Unknown Publisher,Unknown Date,Unknown Category,5.0,"Carol and Robert's book is a beautiful mix of love letters and poetry that are a joy to read. They have so much to share about the wonders of love and life and express these emotions in such a fun, yet intense way. It is a very moving tribute to how new love at any age can be such a wonderful experience. I encourage you all to read this book and use the inspriration you get from this book as a catalyst to write about your own experiences. Highly recommended!",An absolutely wonderful book of new love and loving life,5/5,966038400,A3AC2UG1E8TCVR,Luke Malloy,5,5,1.0,['Unknown Author'],['Unknown Category'],1,1,1,0,0,0
1569014159,Searchlight Nevada,['ralph Vitale'],Northwest Pub,1995-05-01,['prostitution'],1.0,"For interesting insight into this book, look up the case Vitale v. Commissioner, 77 T.C.M. (CCH) 1869 (1999).",Read how this book was made,3/3,960422400,A3AY91B2HWC1OZ,Jason,3,3,1.0,"[""['ralph Vitale']""]","[""['prostitution']""]",1,1,1,0,0,0
1573441635,Best Black Women's Erotica 2,['samiya Bashir'],Cleis Press,2003-02-06,['fiction'],4.0,"""BEST BLACK WOMEN'S EROTICA 2 is a collection of passion-filled writings that will definitely arouse your curiosity in erotica. While reading this book, it causes your emotions to tingle, your mind to be caressed and your sensual longings to climb toward an apex!The collection is that of 20 well written stories; each is uniquely different and allowing the characterizations to seemingly come alive. It will have the reader quickly turning pages, yearning for more and more!My personal favorite is one titled """"The Warehouse"""" by Jamyla Bennu. This artful piece played to vivid imagery",Imaginative fantasies unleashed!,13/13,1056326400,A2VKWLCNZF4ZVB,The RAWSISTAZ Reviewers,13,13,1.0,"[""['samiya Bashir']""]","[""['fiction']""]",1,1,1,0,0,0
1580000541,Natural Eating : Eating in Harmony with Our Genetic Programming,['geoff Bond'],Griffin Publishing,2000,['health & Fitness'],5.0,"There is a lot of information about nutrition and proper diet on the market and I find it all very confusing and contradictory. Natural Eating, it seems, is the culmination of Geoff Bond's entire life's work studying how peoples all over the world eat and stay healthy.When I put into practice just one of the suggestions, I lost 5 pounds. Weight loss was not my aim, but I suppose the body just starts letting go of excess when it is getting fed properly. When I put into place 5 or 6 principles, I lost another 5 pounds, and started waking up earlier naturally. I no longer craved food, I had a breakthrough in my hypoglycemia and I felt as though I was working with the rhythms of my body instead of always fighting against.I think most importantly, the author gives you the history/foundation/science of his findings based on years of travel all over the world, studying primitive and modern cultures in thriving and ailing countries. In a nutshell, he studies the way the human being is built (shape of teeth, hands, digestive system) and derives what eating patterns fit us as a species. It's fascinating to consider that we are built to eat fruit partly because our hands are built to pick a piece from the tree, our teeth are shaped to cut through a carrot and so forth. The information is sound and useful. The recipe suggestions are excellent. The lists of foods are organized and easy to put into your kitchen immediately.I wholeheartedly recommend this book. It has altered the way I fuel my body.","Kimberly Pickett, Corporate Trainer and Business Coach",9/9,993859200,unknown_user,Anonymous,9,9,1.0,"[""['geoff Bond']""]","[""['health & Fitness']""]",1,1,1,0,0,0
184597140X,Cooking with Lemons & Limes,"And Sweet Potato Blends Into A Smooth Chocolate Frosting. These Exciting, Approachable Recipes Will Become Instant Additions To Your Family's Regular Meal Rotation. This Book Is A Resource",A Guide To Quick Weeknight Pastas,and a grid to show you how to roast any vegetable. There are also plenty of practical charts,Seasonal Produce Guides,4.0,"""Among my joys of home ownership is that I have a lemon tree in the back yard. For the several months a year in which it bears fruit, I have a steady supply of lemons to use up. As a result, I'm always on the lookout for citrus recipes. (This is the kind of problem I *like* to have.)""""Cooking with Lemons and Limes"""" is a slim little book with a few dozen recipes. There are sections for soups and salads; rice and pasta; fish",Good collection of the usual suspects,10/10,1146182400,A3GGUBZMTQD1B9,Esther Schindler,10,10,1.0,"['And Sweet Potato Blends Into A Smooth Chocolate Frosting. These Exciting', ""Approachable Recipes Will Become Instant Additions To Your Family's Regular Meal Rotation. This Book Is A Resource""]",['Seasonal Produce Guides'],2,1,1,1,0,0
1929474601,StuperPowers Deluxe,"['impressions', 'various']",Impressions,2006-06-02,Unknown Category,5.0,"""Humor and superpowers have a long history together, ranging from the 60's Batman TV series (admit it, you loved it as a kid), comics like """"The Inferior Five"""" and movies like """"Mystery Men."""" """"Stuperpowers"""" combines superheroics and humor into an RPG. As for any RPG",I love this game!,2/2,1124496000,A39L5T2ZQZ52FN,David Michael Cohen,2,2,1.0,"[""['impressions'"", ""'various']""]",['Unknown Category'],2,1,1,1,0,0
1932792082,"I, II, III John: A Handbook on the Greek Text (Baylor Handbook on the Greek New Testament)",Unknown Author,Unknown Publisher,Unknown Date,Unknown Category,4.0,"Culy has attempted to give us a handbook on the Johannine epistles that is not exactly a commentary, nor a detailed exegetical or syntactical study. Instead, his work is something of a top-level combination of all these things that has syntax as its focus, but also touches on interpretational issues without getting too detailed about it. As a result, someone wanting to walk through the grammar, parsing, and syntax of the Johannine letters will find this work to be predominately useful. A working knowledge of Greek is likely necessary to get a whole lot out of this work, but it is a work that is not so overly technical that beginners in Greek will be left out of the conversation.Culy is often helpful on issues of syntax. While not agreeing with all of his conclusions, Culy often lays out the syntactical options in a particular passage in summary form in ways that are helpful and understandable. In this way, Culy does the reader a service in providing summaries of major commentaries regarding syntactical options. This should not be used as a substitute for the bigger commentaries, but it does provide a good springboard for someone who wants a general grasp of the issues at stake without wading through much more expansive and technical material.Culy's major syntactical error regards the issue of deponency. Culy tends to side with the school that believes that true deponency is problematic, and that many middle forms in particular should be taken as true middles. Culy believes that in taking this position, the significance of the middle voice reemerges from the obscurity that was forced on it by the deponency concept. The problem is that in taking this view, Culy only interacts with the anti-deponency school and does not give us a hint of the arguments on the other side or interact with them at all. There are still many good reasons for maintaining the deponency concept in Koine that Culy glosses over completely. One would have hoped that on an issue that he himself regards as semantically significant, he would have bothered to present the reader with something better than a one-sided presentation that half-heartedly stacks the deck in a particular direction.Lastly, one of the major areas where Culy engages in interpretational commentary regards the infamous passage in 1J 5:6-9. It is here that the reader will find (at least in this book) a rather extensive commentary on what the 'water and blood' mean. He concludes, a la Witherington, that the water refers to Jesus' birth, rather than his baptism. While syntactically this is a possibility (the aorist form for 'come' certainly seems to refer to concrete actions in the past), it is grammatically and theologically deficient. Culy follows Larsen (and Witherington) in citing John 3 as support for this idea. But in doing so, Culy is going against every major lexical dictionary and lexicon that unanimously state that the Greek word for water never refers to amniotic fluid. That Culy fails to mention this is very problematic and raises serious questions about the breadth of his scholarship. Further, Culy assumes that John 3 supports the Incarnation view, but this is not at all the case. Culy is appealing to a particular (and minority) interpretation of a highly disputed passage to argue for a particular (and minority) interpretation of another highly disputed passage to make his case. This is methodologically deficient, and he should know it. But secondly, such a reading is problematic in light of the letter's theological purpose - to combat a particular form of heretical Christology that proposed that the man Jesus was adopted by the spiritual Christ at his baptism, but later abandoned the man Jesus at the crucifixion because God can't suffer. Culy's interpretation renders the parenthetical comment of 'not by water only, but water and blood', incoherent. This comment assumes that the heretics had no problem with the idea that Jesus Christ came by water (at the baptism). Their problem is that Jesus Christ suffered on the Cross. If we accept Culy's interpretation that the Incarnation and the crucifixion are in view, this parenthetical comment of v6 becomes nonsensical, because the heretics would have had a problem with Christ coming in the Incarnation as well. Culy does not engage any of this data, so that not only is his conclusion problematic, the method he takes to get there is also.So while the discerning reader will profit from this handbook, the reader does indeed need to be discerning. The reader should realize that the somewhat technical nature of the book does not hide the fact that a number of the conclusions reached are based on assumptions and starting points that are definitely not beyond challenge.",A Serviceable Work,23/23,1148774400,A2YI3SU5THQUQZ,J. F Foster,23,23,1.0,['Unknown Author'],['Unknown Category'],1,1,1,0,0,0
